cid,week_num,qty,amnt
2142,2,2,30.54
2143,2,2,22.48
2144,2,5,100.0
2145,2,4,79.08
2146,2,2,25.13
2146,4,1,11.99
2146,10,3,34.51
2146,40,1,9.49
2147,2,1,29.99
2147,3,5,81.26
2147,16,2,29.92
2147,53,3,41.97
2147,63,3,51.5
2148,2,3,41.91
2148,4,3,37.91
2148,7,3,37.51
2148,10,4,43.28
2148,13,3,41.91
2148,31,3,33.31
2148,35,2,29.92
2148,46,3,39.47
2149,2,2,23.54
2149,34,3,42.17
2150,6,3,45.28
2150,23,1,17.3
2150,24,3,44.29
2150,35,3,44.29
2151,2,2,28.13
2152,2,1,12.97
2152,14,5,60.45
2152,35,4,56.65
2153,2,1,14.37
2153,54,1,13.99
2154,2,1,13.97
2154,43,1,13.97
2155,4,4,55.88
2156,2,1,15.36
2157,2,1,12.49
2158,2,8,111.36
2158,18,2,18.76
2158,23,3,52.69
2158,32,6,81.24
2158,49,18,223.32
2158,50,8,107.92
2158,59,5,73.88
2158,73,4,52.74
2159,8,5,62.67
2159,9,3,37.71
2159,14,2,22.98
2159,16,1,54.77
2159,18,3,39.7
2159,20,2,19.56
2159,27,5,56.65
2159,37,4,48.96
2159,51,16,188.34
2159,62,6,65.44
2159,78,4,44.54
2160,2,4,51.48
2161,2,3,52.63
2162,2,1,14.37
2163,2,3,45.69
2163,45,5,66.45
2164,2,1,14.99
2164,13,3,42.73
2164,14,1,9.97
2164,20,3,35.9
2164,22,2,39.24
2164,26,1,11.77
2164,28,1,11.77
2164,39,2,41.48
2164,49,4,51.96
2164,55,2,24.98
2164,65,4,57.96
2164,73,2,43.98
2165,2,1,14.96
2165,3,1,14.37
2166,2,2,35.69
2166,4,5,113.32
2166,10,1,60.9
2166,17,1,15.36
2166,21,2,54.86
2166,33,1,15.36
2166,34,1,11.77
2166,37,5,14.95
2166,52,1,31.49
2166,70,1,13.99
2166,77,1,13.99
2167,2,1,8.77
2168,2,1,13.97
2169,2,3,36.71
2169,4,2,21.54
2170,2,1,12.77
2171,2,1,11.77
2171,3,1,15.36
2171,51,1,65.99
2172,2,4,55.68
2172,4,4,45.08
2172,11,5,55.05
2172,25,3,58.1
2173,2,1,13.97
2173,12,2,26.73
2173,33,4,59.25
2173,51,3,40.97
2173,72,3,39.29
2174,2,1,13.77
2174,16,1,14.37
2175,2,1,14.96
2176,2,3,26.52
2177,2,3,43.09
2177,9,3,45.28
2177,16,2,27.13
2177,33,1,11.77
2178,2,2,23.54
2179,2,1,12.77
2180,2,1,16.99
2181,2,3,41.75
2181,17,1,14.99
2182,2,1,14.96
2183,4,2,26.73
2183,11,1,11.77
2183,25,2,29.75
2183,55,1,21.49
2184,2,2,25.14
2184,30,2,22.74
2185,2,1,19.99
2186,2,1,13.77
2187,2,3,44.12
2187,37,2,26.98
2188,2,1,14.37
2188,50,1,17.99
2189,2,1,27.77
2189,9,1,25.77
2189,18,1,14.96
2189,30,1,13.97
2189,43,1,12.99
2190,2,1,11.77
2190,20,1,13.77
2190,60,2,26.48
2190,67,1,11.88
2190,76,1,16.49
2191,2,1,15.76
2192,2,1,12.77
2193,2,2,31.89
2194,2,1,14.3
2194,6,1,22.97
2194,19,2,16.56
2194,21,2,48.94
2194,24,2,50.28
2194,29,1,33.86
2195,2,1,11.99
2196,2,1,17.7
2196,8,1,29.99
2197,2,1,14.37
2198,6,1,13.77
2199,2,3,36.75
2200,2,1,10.77
2200,3,1,14.96
2201,2,1,14.77
2202,2,2,29.36
2202,3,2,27.13
2203,2,1,12.49
2203,3,1,11.77
2204,2,1,12.49
2205,2,1,12.9
2205,14,1,14.9
2205,31,5,51.05
2205,36,1,8.77
2205,48,6,62.94
2205,49,4,56.46
2206,2,1,17.9
2207,2,1,14.37
2208,2,1,13.97
2209,2,1,20.99
2209,3,1,20.99
2210,2,3,23.560000000000002
2210,3,3,30.33
2210,26,2,30.92
2210,36,4,56.66
2210,46,3,38.97
2210,48,1,15.49
2210,51,5,62.95
2210,52,2,33.98
2210,55,2,30.98
2210,56,4,53.89
2211,2,1,34.99
2212,2,5,73.83
2212,50,5,74.45
2212,59,4,52.96
2213,5,2,28.34
2213,22,1,26.75
2214,2,2,30.92
2215,2,3,54.97
2215,28,1,11.97
2215,33,1,20.97
2215,38,8,97.42
2215,45,18,253.32
2215,47,7,91.43
2215,48,1,14.49
2215,51,4,162.96
2215,54,5,76.45
2215,61,2,20.48
2215,68,6,113.94
2215,69,2,30.98
2215,77,6,77.94
2215,78,6,98.94
2216,2,1,19.99
2217,2,3,46.68
2217,44,1,29.49
2218,2,1,11.77
2219,2,3,29.54
2219,4,1,13.97
2219,11,1,12.49
2219,61,1,12.58
2220,2,3,49.97
2221,7,2,27.94
2222,2,1,10.77
2222,17,1,14.96
2222,59,4,43.96
2223,2,9,120.13
2223,3,3,82.73
2223,5,5,52.05
2223,8,1,10.77
2223,20,3,37.91
2223,41,1,53.49
2223,74,4,37.96
2223,76,1,12.99
2224,2,5,99.83
2224,4,3,79.72
2225,2,1,11.97
2226,2,1,14.96
2227,2,1,15.36
2228,2,6,96.26
2228,16,3,49.97
2228,17,4,74.96
2228,40,7,116.43
2229,2,1,20.99
2229,30,3,177.51
2229,58,1,14.42
2229,70,2,71.98
2230,2,3,41.1
2231,2,1,37.77
2232,2,1,268.32
2233,2,1,13.97
2234,2,9,170.34
2234,28,3,50.37
2235,2,1,27.77
2236,2,2,21.54
2237,2,1,13.97
2238,2,2,38.96
2238,34,1,11.77
2238,67,2,26.98
2239,2,1,13.97
2240,2,1,11.77
2240,3,1,11.99
2240,6,1,10.77
2240,35,1,32.45
2240,42,1,19.99
2240,64,1,16.49
2240,67,1,16.49
2241,2,2,27.94
2242,2,1,15.36
2242,50,1,12.99
2242,69,3,42.47
2243,2,1,26.99
2243,14,1,17.9
2244,2,3,44.97
2245,2,1,13.97
2246,2,2,35.98
2246,4,1,24.99
2247,2,1,13.97
2247,7,1,13.97
2247,11,1,14.96
2247,37,1,12.49
2248,5,11,177.12
2249,2,2,45.4
2250,2,3,35.9
2250,16,1,14.96
2250,54,1,15.49
2250,66,1,9.08
2251,2,3,45.97
2251,9,4,40.68
2251,14,3,29.31
2251,26,2,33.14
2252,5,1,18.99
2253,2,2,34.73
2253,68,3,49.47
2254,2,2,21.54
2255,2,2,24.98
2256,2,1,6.79
2256,29,1,13.98
2256,56,1,5.49
2256,70,1,5.99
2257,7,6,68.87
2258,2,1,13.97
2259,2,2,45.98
2260,2,2,29.92
2260,70,1,11.88
2261,2,16,242.28
2261,6,1,15.36
2262,2,10,151.81
2263,2,1,12.77
2264,2,1,14.37
2264,8,2,29.92
2264,38,2,42.48
2264,59,2,22.98
2265,2,1,11.99
2266,2,5,66.23
2266,3,3,28.55
2266,4,5,72.63
2266,6,8,116.13
2266,9,2,37.76
2266,11,3,92.47
2266,13,3,43.97
2266,25,3,44.3
2266,30,2,22.94
2266,37,3,44.97
2266,52,3,44.97
2266,53,4,58.459999999999994
2266,60,2,23.48
2266,71,7,64.82
2267,2,1,15.36
2268,2,3,45.28
2268,19,4,72.06
2269,2,1,14.96
2269,4,1,11.77
2270,2,1,11.77
2270,6,6,85.24
2271,2,2,52.48
2271,7,3,116.97
2271,8,2,92.98
2272,2,1,12.49
2272,5,2,25.26
2272,9,1,12.49
2273,2,1,14.7
2274,2,3,43.53
2275,4,5,69.85
2275,12,20,279.4
2275,29,9,97.75
2275,31,1,9.77
2275,63,2,25.98
2275,74,30,359.7
2276,2,1,39.37
2277,2,3,37.91
2277,35,3,42.5
2278,2,3,57.51
2278,13,1,11.77
2278,30,1,25.32
2279,2,1,12.97
2280,2,1,14.96
2280,9,4,58.68
2280,14,2,28.56
2280,17,1,13.77
2280,19,2,28.33
2280,23,1,14.96
2280,29,1,13.97
2280,31,3,42.31
2280,41,1,14.49
2280,42,6,79.44
2280,75,1,12.99
2280,77,2,22.98
2281,2,4,51.89
2281,26,4,57.67
2282,2,4,65.74
2282,48,1,65.99
2282,59,11,100.89
2283,2,3,40.11
2284,2,1,25.3
2285,2,2,27.94
2286,2,1,12.77
2286,54,1,13.99
2286,63,2,24.98
2287,2,1,14.96
2287,30,1,14.96
2288,2,4,51.47
2288,25,1,5.99
2288,27,1,5.99
2288,63,2,23.17
2289,2,1,16.7
2289,26,1,15.96
2289,33,1,27.77
2290,2,1,11.77
2290,10,1,4.79
2290,11,1,8.77
2290,50,2,16.98
2291,2,1,14.37
2292,2,4,57.660000000000004
2293,2,2,23.54
2294,2,2,28.35
2295,2,1,31.99
2295,17,2,23.93
2295,36,6,75.0
2295,44,1,13.99
2295,50,2,29.48
2295,53,3,49.47
2295,59,4,49.96
2295,60,1,9.49
2295,77,2,25.48
2296,2,1,13.97
2296,51,2,29.48
2297,3,2,26.73
2298,2,1,5.78
2299,2,1,28.77
2299,26,2,17.759999999999998
2299,27,1,27.77
2299,30,4,54.46
2299,39,1,14.49
2299,43,1,13.99
2299,44,3,35.47
2299,51,1,6.49
2299,68,1,11.49
2299,71,1,19.49
2299,78,3,39.7
2300,2,1,29.99
2300,30,1,14.96
2301,2,1,14.37
2301,8,2,28.74
2301,15,2,28.74
2302,2,1,11.77
2303,2,1,17.7
2304,2,1,19.3
2304,4,1,11.99
2304,17,1,25.99
2304,54,1,2.49
2305,4,1,10.97
2305,6,1,11.77
2305,11,2,23.54
2305,27,1,14.96
2305,49,1,13.99
2305,54,1,15.49
2305,63,1,11.88
2305,75,2,25.98
2306,2,2,36.76
2306,9,3,57.69
2307,3,2,40.96
2307,5,2,25.74
2307,6,4,58.22
2307,9,1,25.99
2307,10,2,27.13
2307,16,3,39.9
2307,17,2,25.13
2307,34,2,25.73
2307,36,3,44.09
2307,41,2,22.98
2307,43,2,28.98
2307,62,1,10.99
2308,2,6,84.02
2308,46,5,85.45
2308,62,17,251.34
2309,4,1,13.97
2309,66,2,26.98
2310,2,2,35.74
2310,7,6,85.0
2311,6,1,6.79
2311,12,1,4.98
2311,60,1,5.99
2312,2,1,39.99
2313,2,2,23.74
2313,10,2,23.54
2314,2,1,13.97
2315,2,1,29.99
2315,14,1,19.99
2315,47,1,13.99
2315,49,1,18.49
2315,53,1,23.99
2315,59,2,36.98
2315,64,1,23.99
2315,77,1,59.47
2316,2,1,11.77
2316,78,3,32.97
2317,2,2,29.33
2317,4,5,65.84
2317,8,2,36.93
2317,16,2,26.94
2317,21,2,28.33
2317,47,4,54.46
2317,58,3,39.9
2317,63,1,14.49
2317,75,2,29.07
2318,2,2,29.92
2319,2,1,10.77
2320,2,2,25.74
2321,2,1,13.97
2322,2,5,124.92
2322,41,2,34.98
2322,44,1,14.49
2323,2,1,19.99
2324,2,4,58.85
2324,7,3,53.69
2324,9,4,66.85
2325,2,2,28.89
2325,23,2,41.93
2326,2,4,46.9
2326,30,4,57.67
2327,2,1,156.37
2328,2,1,24.99
2329,5,2,111.6
2330,2,1,13.97
2331,2,4,56.87
2331,20,1,14.96
2332,2,4,49.28
2332,5,2,27.74
2332,6,4,40.910000000000004
2332,7,1,38.99
2332,8,2,38.73
2332,9,2,25.14
2332,10,1,14.99
2332,20,2,23.54
2333,2,2,37.52
2333,14,3,43.15
2333,55,1,18.49
2334,2,2,37.98
2335,2,1,29.9
2336,2,1,12.99
2337,4,2,9.98
2338,2,3,47.72
2338,4,2,40.74
2338,5,1,14.37
2338,11,3,53.14
2338,14,2,28.95
2338,15,1,13.97
2338,16,2,34.72
2339,2,4,49.48
2339,16,11,185.44
2340,2,1,14.37
2340,3,1,14.37
2340,8,4,57.27
2341,2,5,96.65
2342,2,5,47.51
2342,25,1,14.37
2342,40,1,28.49
2343,2,2,34.36
2343,17,3,94.7
2344,2,1,3.99
2345,2,2,39.95
2346,2,1,16.9
2347,2,3,38.91
2347,33,2,31.67
2348,2,1,15.36
2349,2,2,11.58
2349,25,2,24.5
2349,61,1,10.49
2350,2,1,12.77
2350,3,2,29.76
2351,3,1,11.77
2351,12,2,34.94
2351,61,2,42.48
2351,76,3,28.86
2351,77,4,48.75
2352,2,4,59.46
2352,4,2,27.74
2352,28,4,58.68
2353,2,1,13.97
2354,2,1,14.37
2355,2,2,33.4
2355,50,9,106.41
2356,2,6,62.1
2356,26,15,223.10000000000002
2356,28,5,72.23
2356,30,10,138.99
2356,32,4,48.96
2356,39,2,52.980000000000004
2356,49,6,75.94
2356,51,2,27.48
2356,54,2,23.48
2357,2,1,20.97
2357,6,3,41.69
2357,19,3,38.53
2357,41,2,25.98
2357,66,1,13.99
2357,76,1,10.49
2358,2,1,11.77
2358,13,1,11.77
2358,29,1,13.97
2358,30,1,8.77
2358,35,1,12.77
2358,43,3,31.47
2358,47,1,12.49
2358,73,2,45.48
2359,2,2,37.4
2359,12,1,14.79
2359,51,1,22.49
2359,77,1,21.99
2360,2,1,14.37
2360,5,3,35.53
2360,6,1,10.77
2360,9,3,35.31
2360,10,1,11.77
2360,11,2,27.53
2360,21,1,14.96
2360,26,1,8.77
2361,2,6,117.22999999999999
2362,2,2,61.73
2363,2,1,14.37
2364,2,4,56.68
2364,48,3,37.47
2364,63,5,67.54
2364,75,2,28.97
2365,2,2,27.34
2366,2,1,9.77
2366,17,3,35.94
2366,20,2,18.55
2366,22,1,13.97
2366,25,1,11.77
2366,49,1,9.49
2366,50,1,10.49
2366,52,1,9.49
2366,74,1,6.49
2367,2,2,21.54
2368,2,3,47.09
2368,16,4,53.86
2368,43,4,55.96
2368,45,6,91.94
2368,72,5,71.95
2369,2,1,11.77
2369,41,1,11.49
2370,2,4,54.77
2370,15,3,34.31
2370,20,2,24.49
2370,34,1,11.77
2370,42,1,20.99
2370,56,3,43.97
2371,2,1,15.36
2372,2,1,9.77
2373,2,2,20.74
2374,2,1,13.97
2374,8,1,9.97
2374,23,1,14.96
2374,34,2,29.92
2374,58,1,12.58
2374,76,1,16.49
2375,2,4,68.3
2376,2,5,92.95
2377,2,2,69.74
2377,4,4,81.28
2377,49,4,52.46
2377,54,1,13.99
2377,63,3,32.47
2378,2,3,34.97
2378,34,2,21.14
2378,44,3,40.97
2379,2,3,59.97
2380,2,3,43.3
2380,4,1,15.36
2381,2,2,29.58
2382,2,8,97.36
2383,2,1,13.97
2384,8,4,57.65
2385,2,4,59.65
2385,12,6,93.4
2385,16,3,39.89
2386,2,1,13.97
2387,2,1,14.37
2388,2,1,17.9
2388,8,4,53.07
2388,10,4,53.53
2388,11,6,87.24
2388,15,3,33.71
2388,16,1,5.78
2388,18,5,64.09
2388,20,1,9.95
2388,24,2,34.6
2388,28,3,54.47
2388,29,3,65.62
2388,30,11,176.85000000000002
2388,32,3,51.5
2388,33,11,160.41
2388,35,3,54.94
2388,44,10,176.9
2388,61,2,32.48
2388,70,1,27.99
2388,74,4,87.96
2389,2,3,35.31
2389,6,3,61.11
2389,8,5,141.6
2389,11,3,37.51
2389,12,6,80.21
2389,15,5,68.05
2389,18,5,62.25
2389,20,4,51.94
2389,46,5,92.95
2389,47,2,24.48
2389,49,1,21.49
2389,52,2,30.98
2389,64,2,41.48
2389,78,3,61.47
2390,2,1,26.99
2390,6,3,41.82
2390,42,1,12.49
2391,2,1,18.36
2392,3,1,11.77
2393,2,3,45.13
2393,63,5,66.45
2394,2,1,14.77
2394,25,1,13.97
2394,57,1,15.99
2395,2,1,9.99
2396,2,3,42.12
2396,4,5,65.29
2397,2,1,14.37
2398,2,1,31.98
2399,2,2,24.26
2400,2,1,16.7
2400,18,2,20.74
2400,66,2,21.57
2400,70,1,14.49
2401,2,1,37.77
2401,14,5,127.84
2401,22,2,34.73
2402,2,2,27.94
2403,2,1,19.99
2404,2,1,11.77
2404,7,1,12.77
2404,31,1,21.0
2405,2,3,39.11
2405,4,1,11.77
2405,11,2,26.56
2405,51,2,39.48
2405,52,1,11.49
2405,72,4,55.46
2405,73,8,99.92
2405,75,2,31.98
2405,77,2,32.48
2406,2,1,21.37
2407,2,2,28.36
2407,8,1,15.36
2408,2,2,23.94
2409,2,2,30.13
2409,5,4,58.06
2410,2,1,9.77
2411,2,2,30.15
2411,7,1,10.97
2411,8,1,11.77
2411,9,2,26.73
2411,13,1,13.97
2411,14,1,9.97
2411,17,1,14.96
2412,2,1,13.97
2412,3,1,8.79
2412,5,6,36.92
2412,6,1,5.99
2412,14,3,26.54
2412,33,3,23.56
2413,2,1,14.37
2413,11,1,15.96
2414,2,5,84.65
2415,2,4,50.7
2415,6,5,65.25
2416,2,1,32.37
2417,2,3,55.45
2417,4,1,17.36
2417,16,1,13.99
2417,19,1,15.36
2418,2,2,27.94
2419,2,1,13.97
2419,76,6,81.44
2420,2,3,41.5
2420,13,2,29.33
2420,54,7,79.93
2420,65,6,80.03
2421,2,2,25.74
2422,2,4,49.28
2422,18,6,121.22
2423,4,5,151.03
2424,2,2,28.53
2425,2,2,24.54
2426,2,2,25.26
2427,9,1,11.77
2427,18,1,13.97
2427,20,1,10.77
2427,24,3,42.31
2427,31,3,42.31
2427,43,6,80.94
2428,2,1,17.7
2429,2,4,45.96
2429,39,2,28.98
2429,41,5,77.45
2429,44,4,53.959999999999994
2429,45,3,38.47
2429,52,3,57.47
2429,55,3,36.47
2429,56,2,36.48
2429,58,3,130.47
2429,63,1,26.99
2429,66,1,49.49
2429,70,5,87.45
2429,73,1,65.99
2429,75,4,56.46
2430,2,3,34.65
2430,6,3,40.11
2430,14,5,56.85
2430,30,4,63.47
2430,33,3,39.3
2430,37,2,22.48
2430,48,1,14.99
2430,55,2,24.37
2430,68,3,36.47
2431,2,1,14.37
2431,4,1,4.79
2431,7,1,11.77
2432,2,6,116.39
2432,13,7,100.97
2432,19,4,58.85
2432,26,12,186.78
2432,28,5,91.62
2432,38,7,97.43
2432,46,5,117.95
2432,58,10,144.85
2432,63,10,131.68
2432,72,6,75.83
2432,73,5,120.34
2432,74,4,80.39
2433,2,2,25.74
2433,4,1,15.76
2434,2,3,30.53
2434,10,1,14.96
2434,15,2,25.93
2434,16,2,28.93
2434,21,1,14.37
2434,22,1,14.96
2434,31,2,28.73
2434,41,3,38.97
2434,68,2,25.87
2435,2,1,20.99
2436,2,3,20.37
2437,2,3,41.69
2437,19,4,57.8
2438,2,7,102.45
2438,5,4,57.27
2438,9,4,60.68
2438,11,1,14.9
2438,17,8,113.67
2438,22,1,14.99
2438,25,1,13.97
2439,2,1,14.99
2440,2,1,11.77
2441,2,1,22.77
2441,30,2,34.54
2442,2,1,14.96
2443,2,3,21.54
2443,71,6,55.14
2444,2,1,22.97
2445,2,1,19.99
2445,30,1,14.96
2445,31,1,13.97
2445,49,2,24.48
2446,2,1,13.77
2447,2,2,29.98
2447,47,3,30.47
2448,2,3,41.5
2449,2,5,80.25
2449,15,5,63.65
2449,43,2,35.48
2449,74,5,62.34
2450,2,2,33.35
2450,5,1,11.77
2450,7,3,42.31
2450,11,5,69.25
2450,14,1,13.97
2450,39,4,51.96
2450,47,7,89.43
2451,2,2,26.14
2452,2,3,43.7
2453,2,1,12.97
2454,2,1,17.3
2455,2,1,14.96
2455,65,2,24.98
2456,2,3,53.51
2456,5,1,12.77
2456,46,1,15.49
2457,2,1,13.97
2457,4,2,25.74
2457,9,3,37.9
2457,24,3,44.29
2457,26,3,41.1
2457,68,2,25.98
2458,2,1,15.36
2459,2,3,40.84
2459,10,2,41.56
2459,20,3,39.31
2459,25,2,30.76
2459,30,3,36.9
2460,2,2,21.49
2460,8,4,36.72
2460,15,2,29.189999999999998
2460,39,1,12.99
2460,41,1,14.99
2460,65,3,33.47
2460,68,1,14.49
2460,70,1,11.49
2460,74,2,26.48
2460,75,3,76.47
2461,2,5,61.26
2461,3,1,6.79
2461,24,1,14.96
2462,2,2,21.54
2462,16,2,17.94
2462,18,4,46.68
2462,26,3,37.51
2462,27,2,14.98
2463,2,1,9.99
2464,2,3,39.9
2464,4,1,16.36
2465,2,1,6.79
2466,2,3,40.769999999999996
2466,10,2,27.95
2466,20,1,14.96
2466,23,3,39.5
2466,24,2,28.93
2466,35,2,24.54
2466,39,3,39.47
2466,65,3,36.36
2466,75,2,25.48
2467,2,3,76.75
2468,2,1,17.36
2469,2,2,23.73
2470,2,5,76.88
2470,4,2,29.13
2470,5,6,83.03999999999999
2470,6,1,16.7
2470,7,1,11.77
2470,13,1,63.37
2470,20,1,10.77
2470,70,1,18.49
2471,2,1,21.99
2471,29,2,21.74
2472,2,2,32.72
2473,2,1,9.98
2473,10,1,9.98
2474,2,2,34.76
2474,3,2,29.98
2475,2,5,145.05
2475,5,7,104.75
2475,59,2,45.98
2476,2,1,18.36
2476,42,1,12.99
2477,2,2,29.92
2478,2,1,21.77
2479,6,1,24.99
2479,40,1,12.99
2479,50,1,23.99
2480,2,2,24.14
2481,2,1,13.0
2482,2,2,26.14
2483,2,6,67.62
2484,2,6,84.27000000000001
2484,4,4,59.7
2484,7,3,38.35
2484,9,5,74.89
2484,10,3,80.29
2484,12,6,88.18
2484,14,2,27.13
2484,16,2,22.26
2484,20,2,29.92
2484,21,2,26.73
2484,22,2,20.76
2484,23,1,15.96
2484,24,3,41.69
2484,25,1,13.97
2484,26,2,30.32
2484,27,1,14.79
2484,28,4,55.67
2484,30,5,66.78
2484,34,2,24.54
2484,36,2,29.67
2484,39,2,22.98
2484,41,2,14.98
2484,42,4,57.96
2484,44,1,20.99
2484,45,3,41.97
2484,46,2,44.98
2484,47,4,50.96
2484,48,4,57.46
2484,50,1,17.99
2484,51,2,26.48
2484,53,3,34.47
2484,54,3,33.97
2484,56,2,23.98
2484,60,4,46.96
2484,61,1,11.99
2484,62,1,12.99
2484,64,2,33.98
2484,65,2,25.48
2484,66,2,26.91
2484,67,1,12.99
2484,68,1,11.99
2484,70,4,70.46
2484,71,1,11.49
2484,72,3,30.47
2484,73,1,11.49
2484,74,3,41.06
2484,75,2,20.98
2484,76,2,18.15
2484,77,3,38.97
2484,78,4,62.959999999999994
2485,2,2,30.25
2486,2,1,15.36
2487,4,1,14.96
2487,21,1,19.55
2487,25,1,11.77
2488,2,1,12.77
2489,2,1,13.97
2489,19,2,20.54
2489,25,1,23.88
2489,55,3,55.47
2490,2,3,39.5
2491,2,1,24.99
2492,2,1,11.77
2493,2,4,90.87
2494,2,2,30.33
2495,2,1,14.37
2495,15,2,34.95
2496,2,2,30.67
2497,2,1,12.49
2498,2,1,15.36
2499,2,4,61.5
2499,5,6,87.61
2499,8,2,36.54
2499,10,9,122.38
2499,14,5,72.3
2499,21,2,23.95
2499,26,3,36.45
2499,27,7,87.58
2499,33,3,49.7
2499,51,4,155.96
2499,53,7,95.93
2499,74,3,48.47
2500,2,1,14.79
2500,21,2,26.73
2500,50,2,29.48
2501,2,1,13.98
2501,6,1,12.78
2501,11,1,17.98
2501,14,2,44.37
2501,15,2,18.78
2501,26,2,31.33
2501,77,3,52.47
2502,2,1,15.36
2502,7,7,96.59
2502,17,1,16.36
2502,28,6,90.99
2502,37,2,18.98
2502,54,1,14.49
2503,2,1,15.76
2504,2,1,19.3
2504,14,2,61.98
2504,16,1,18.7
2505,2,2,49.08
2506,2,1,11.77
2507,2,3,69.34
2508,2,5,69.29
2509,2,7,94.4
2509,10,4,55.28
2509,58,7,95.43
2509,62,14,215.66
2509,64,4,50.35
2510,2,1,12.49
2511,2,5,89.27
2512,2,2,24.98
2513,2,1,13.77
2514,2,4,58.85
2514,12,4,61.84
2515,2,3,40.1
2515,4,2,30.72
2516,2,8,109.74
2516,73,5,65.72
2517,2,1,19.99
2517,40,2,27.98
2518,2,1,24.97
2519,2,4,53.67
2520,2,1,14.37
2520,74,1,13.57
2521,2,1,11.77
2522,2,4,59.42
2522,23,2,23.74
2523,2,2,29.92
2524,2,7,91.17
2524,48,7,87.93
2524,78,2,23.48
2525,11,1,14.37
2525,24,1,10.77
2525,30,1,14.37
2525,41,1,5.99
2526,2,4,56.65
2526,56,3,44.47
2527,2,4,65.2
2528,2,1,22.77
2529,2,4,66.88
2530,2,1,14.96
2531,2,5,59.25
2531,11,15,201.56
2532,2,1,15.96
2533,2,5,61.24
2533,5,5,69.24
2533,6,4,47.47
2533,9,4,54.46
2533,17,4,65.06
2533,19,4,73.87
2533,24,4,79.25
2533,73,9,203.41
2534,2,3,32.32
2534,6,3,51.5
2534,9,2,22.54
2534,13,2,31.13
2534,17,2,19.98
2534,23,3,47.49
2534,25,3,41.69
2534,31,9,113.31
2534,46,4,47.96
2534,50,1,11.49
2534,57,2,36.98
2534,61,4,47.52
2534,65,1,27.17
2534,75,3,34.97
2535,2,5,67.64
2536,2,2,27.13
2536,6,3,44.71
2536,7,4,51.27
2536,8,1,14.96
2536,9,1,14.96
2536,10,5,69.23
2536,16,5,69.86
2536,21,5,68.47
2536,25,4,46.28
2536,26,5,74.44
2536,30,8,110.21000000000001
2536,39,4,62.46
2536,62,2,36.48
2536,63,3,40.97
2536,76,3,54.47
2536,77,2,25.98
2536,78,2,31.98
2537,2,2,24.54
2538,2,2,29.33
2539,2,1,27.97
2540,6,2,26.73
2541,2,1,11.77
2541,6,1,15.7
2541,13,1,24.99
2542,4,1,3.99
2542,41,1,12.99
2542,54,1,12.49
2543,2,5,94.05
2543,7,9,120.81
2543,20,8,152.01
2544,2,2,63.98
2545,2,4,43.68
2545,51,1,13.99
2546,2,1,20.97
2546,33,1,36.69
2547,2,1,12.77
2547,4,1,10.97
2547,12,2,23.74
2547,14,2,22.54
2547,38,16,178.84
2547,39,1,57.99
2547,52,3,36.47
2547,54,4,47.46
2547,59,4,43.96
2548,2,1,19.99
2549,2,5,70.66
2549,31,2,31.54
2549,36,3,44.9
2549,47,2,75.98
2549,68,4,45.96
2550,4,4,55.07
2550,25,1,11.77
2551,2,1,28.99
2552,2,1,11.77
2553,2,7,127.04
2554,2,1,13.97
2554,12,2,29.73
2554,37,1,13.99
2554,50,1,15.49
2554,73,2,25.48
2555,2,2,29.73
2556,2,1,0.0
2557,11,1,17.3
2557,47,5,71.45
2557,64,3,34.97
2558,2,6,75.42
2559,2,1,6.79
2560,2,1,13.9
2560,37,1,21.99
2560,43,6,108.94
2560,54,2,36.48
2561,2,2,22.74
2561,47,1,12.99
2561,51,1,12.99
2561,57,1,21.99
2561,63,3,29.54
2562,2,10,98.04
2562,5,15,191.78
2562,10,7,96.17
2563,2,1,22.97
2563,4,1,13.97
2564,2,5,222.56
2564,3,3,86.72
2564,15,4,71.46
2564,21,1,13.97
2564,24,6,90.41
2564,28,3,58.66
2564,30,10,168.01999999999998
2564,32,6,99.0
2564,34,1,13.97
2564,37,1,15.49
2564,38,2,41.98
2564,39,2,26.98
2564,40,5,68.95
2564,41,1,17.99
2564,43,1,118.99
2564,46,4,41.96
2564,48,7,158.42999999999998
2564,64,5,67.68
2564,68,4,76.46
2564,71,11,206.89
2564,75,5,59.95
2565,2,1,13.97
2566,2,1,12.49
2567,7,1,15.36
2567,49,1,12.99
2568,2,2,22.74
2568,4,1,9.77
2569,2,1,14.79
2570,2,1,13.97
2571,2,1,15.76
2572,2,1,14.96
2573,2,1,9.98
2573,3,1,8.77
2574,2,1,14.37
2575,2,5,49.09
2576,2,10,125.08
2577,2,1,11.77
2578,2,1,12.49
2578,35,6,57.300000000000004
2578,74,1,23.99
2579,2,2,30.32
2579,41,1,12.99
2580,2,1,6.77
2580,7,7,103.95
2581,2,5,74.61
2581,28,5,73.86
2582,2,1,15.36
2582,14,3,16.57
2582,27,1,14.96
2583,2,1,14.99
2583,44,1,14.49
2583,50,1,13.99
2583,58,1,12.58
2583,60,2,22.98
2583,70,1,31.48
2583,71,3,34.47
2583,76,1,44.99
2583,78,1,10.49
2584,2,1,13.97
2584,56,1,9.49
2585,2,2,66.74
2586,3,5,130.64
2586,4,1,38.77
2587,2,1,19.99
2588,2,1,54.97
2588,14,1,9.97
2588,24,1,12.97
2588,30,3,35.31
2588,39,2,34.48
